Unnamed,Latitude,Longitude,School_Name,School_Address,School_Rating,zipcode
479,30.109025,-97.674944,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4,78758
2646,30.109158,-97.731946,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7808,30.109286,-97.598215,Del Valle Middle School,"5500 Ross Road, Travis County, TX  78617",4,78617
6114,30.10977,-97.719998,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6670,30.110216,-97.749166,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
6670,30.110216,-97.749166,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
6591,30.110284,-97.747903,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
6591,30.110284,-97.747903,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
1127,30.11066,-97.719323,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7871,30.111443,-97.631309,Del Valle Middle School,"5500 Ross Road, Travis County, TX  78617",4,78617
1691,30.111548,-97.718763,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
648,30.112436,-97.718201,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78749
4555,30.113309,-97.717638,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
270,30.114086,-97.704758,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
2008,30.114452,-97.747773,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
5041,30.114534,-97.699816,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
1380,30.114624,-97.74716,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
267,30.115179,-97.67404,Del Valle Middle School,"5500 Ross Road, Travis County, TX  78617",4,78653
267,30.115179,-97.67404,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4,78653
7551,30.115293,-97.720599,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
21,30.115293,-97.720599,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
7779,30.115649,-97.781173,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
249,30.115649,-97.781173,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
1434,30.116045,-97.824145,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
1434,30.116045,-97.824145,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
2586,30.116141,-97.819987,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
2586,30.116141,-97.819987,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
4841,30.116161,-97.82169,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4,78748
4841,30.116161,-97.82169,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
3892,30.116227,-97.705427,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
107,30.116346,-97.67958,Del Valle Middle School,"5500 Ross Road, Travis County, TX  78617",4,78753
107,30.116346,-97.67958,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4,78753
7529,30.11653,-97.731934,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
2243,30.116906,-97.705873,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
2343,30.11707,-97.713636,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
2569,30.117089,-97.726368,Akins High School,"10701 South 1st Street, Austin, TX  78748",4,78748
