alat,alon,year_built
30.500943,-97.790659,2004
30.306434,-97.652947,1984
30.192224,-97.790046,1978
30.34111,-97.988184,2007
30.331561,-97.964322,2008
30.17592,-97.827879,1983
30.272355,-97.6312,1945
30.121187,-97.830051,1976
30.373244,-97.696711,1972
30.304461,-97.678164,1964
30.097765,-97.733284,1981
30.314375,-97.924471,2001
30.385644,-97.851505,2002
30.453857,-97.761316,1994
30.45502,-97.61563,1994
30.16154,-97.780727,2005
30.453815,-97.801056,1982
30.174905,-97.839226,1984
30.38314,-97.46519,1964
30.425056,-97.941924,1997
30.365728,-97.678305,1964
30.346143,-97.753812,1972
30.540841,-97.730604,2008
30.233349,-97.781926,1947
30.224073,-97.735928,1978
30.061759,-97.736035,1965
30.243829,-97.930001,1988
30.522355,-97.601178,1993
30.141019,-97.809121,2008
30.325926,-97.544309,1975
30.343234,-97.977744,1993
30.199003,-97.727795,2007
30.204358,-97.808784,1972
30.30659,-97.672141,1966
30.293941,-97.706356,2010
30.369708,-97.928191,2008
30.285887,-97.707993,1948
30.397099,-97.70209,1982
30.494161,-97.829628,1986
29.990615,-97.728661,1929
30.454048,-97.761908,1994
30.187966,-97.893666,1988
30.458914,-97.814892,1980
30.338781,-97.728237,1950
30.221711,-97.933125,2008
30.412927,-97.980125,1964
30.321148,-97.918461,2001
30.264577,-97.461862,2011
30.505144,-97.640044,1995
30.296472,-97.84235,1960
30.429611,-97.810317,1984
30.144734,-97.998853,2000
30.324424,-97.756613,1950
30.123466,-97.68858,1960
30.504065,-97.876259,1994
30.406712,-97.770198,1983
30.184067,-97.551345,1980
30.527299,-97.69878,1985
30.319943,-97.974019,2005
30.213787,-97.919853,1999
30.206343,-97.938219,1994
30.496141,-97.611473,1999
30.227364,-97.705206,1959
30.07734,-97.813492,2012
30.448247,-97.558819,1955
30.096989,-97.759632,1984
30.294852,-97.799326,1979
30.16755,-97.869344,1991
30.202122,-97.779035,1971
30.543283,-97.809157,1980
30.388867,-97.680672,1968
30.356331,-97.89942,2004
30.234096,-97.925442,2009
30.506806,-97.804611,2006
30.317036,-97.85791,2003
30.279992,-97.785759,1989
30.423034,-97.721078,1981
30.383115,-97.793118,1997
30.282438,-97.874925,1995
30.116906,-97.705873,2013
30.084822,-97.702447,1992
30.440745,-97.757829,1975
30.512242,-97.6335,2013
30.52737,-97.665756,1984
30.206404,-97.803846,1955
30.374798,-97.646949,2010
30.286219,-97.811101,1981
30.266363,-97.727643,1949
30.212578,-97.528382,1995
30.170803,-97.61113,2002
30.476582,-97.536113,1994
30.299495,-97.88129,1992
30.549607,-97.735707,2003
30.430136,-97.825381,1997
30.336574,-97.882149,1996
30.336949,-97.961672,2004
30.302538,-97.666125,1975
30.282874,-97.707248,1948
30.479369,-97.825279,1994
30.511511,-97.728475,1988
30.505455,-97.747634,2003
30.156783,-97.858454,2000
30.254269,-97.905454,1995
30.22693,-97.969481,1990
30.427152,-97.761411,1977
30.256935,-97.570772,2006
30.358521,-97.692419,1961
30.397289,-97.972819,2002
30.327526,-97.507785,1920
30.495332,-97.604703,2002
30.013638,-97.800811,1999
30.426214,-97.722649,1983
30.213877,-97.792097,1972
30.338958,-97.767014,2000
30.381642,-97.891556,1993
30.045716,-97.696421,1983
30.237699,-97.573081,2014
30.18456,-97.790405,1980
30.286386,-97.81792,1994
30.358562,-97.676008,1980
30.327523,-97.508148,1970
30.302347,-97.734549,1920
30.145423,-97.628144,1981
30.373618,-97.73527,1969
30.413153,-97.700115,1983
30.43648,-97.831619,2006
30.429974,-97.826827,1997
30.337886,-97.790079,1982
30.238392,-97.748322,1960
30.267202,-97.474187,1994
30.196836,-97.898914,2004
30.36483,-97.744792,1970
30.401708,-97.78202,1995
30.45086,-97.950082,2005
30.47729,-97.624901,2009
30.42145,-97.803196,1986
30.274472,-97.820039,1996
30.390763,-97.880721,1985
30.511762,-97.726284,1989
30.420719,-97.688,1982
30.277941,-97.821098,1981
30.507699,-97.887791,1993
30.522142,-97.798067,2012
30.50691,-97.62657,2002
30.42993,-97.826584,1998
30.199518,-97.510908,1984
30.118064,-97.818329,1975
30.449962,-97.794907,1971
30.120797,-97.562398,1974
30.423587,-97.72167,1984
30.328336,-97.480621,1995
30.388536,-97.850085,2005
30.275053,-97.457366,1986
30.145755,-97.779231,2000
30.356687,-97.788126,1995
30.403334,-97.552644,1983
30.510373,-97.628777,2005
30.344594,-97.994131,1985
30.503288,-97.74028,1998
30.284016,-97.819315,1979
30.239838,-97.999738,1985
30.097324,-97.667595,1950
30.475117,-97.583705,2013
30.220626,-97.774357,1952
30.440179,-97.755319,1975
30.355489,-97.957895,2007
30.204753,-97.916804,1992
30.437071,-97.745201,1984
30.503346,-97.755776,2003
30.18104,-97.917819,2010
30.271996,-97.727862,2014
30.389217,-97.505655,1999
30.307231,-97.840434,1978
30.389986,-98.001784,1998
30.146151,-97.858296,2011
30.390071,-97.805193,1996
30.418203,-97.714901,1980
30.237951,-97.978653,1983
30.252691,-97.473451,1997
30.434252,-97.815702,2001
30.11707,-97.713636,1985
30.361313,-97.969101,1994
30.495959,-97.760237,2004
30.525936,-97.698613,1994
30.231302,-97.594584,2006
30.286404,-97.869938,1996
30.421309,-97.72865,1972
30.374602,-97.877212,1997
30.205871,-97.83206,1979
30.487194,-97.762418,1999
30.205924,-97.833316,1979
30.34601,-97.859551,2016
30.214412,-97.921302,1998
30.343925,-97.75863,1961
30.425392,-97.687738,1982
30.484969,-97.765107,1998
30.326272,-97.766719,1973
30.222479,-97.518377,1970
30.328456,-97.491541,2002
30.425932,-97.75923,1982
30.367309,-97.565043,1976
30.404009,-97.859193,2013
30.174233,-97.8096,1986
30.215326,-97.988589,1991
30.50673,-97.892251,1998
30.059601,-97.824279,2011
30.308779,-97.981576,2008
30.359025,-97.992348,1994
30.432915,-97.626664,1996
30.234515,-97.914167,1974
30.137323,-97.731648,1982
30.175175,-97.862201,1978
30.357866,-97.909454,2009
30.462724,-97.813185,1982
30.483108,-97.558682,1981
30.424098,-97.863346,2001
30.375983,-97.655162,2004
30.23467,-97.954636,1992
30.388229,-97.965566,1955
30.314749,-97.683893,
30.374474,-97.842506,1997
30.192498,-97.793893,1965
30.182981,-97.960463,2018
30.477779,-97.662147,1972
30.362542,-97.907375,2007
30.180487,-97.855828,1992
30.076902,-97.715838,2000
30.369542,-97.899994,2000
30.351738,-97.844116,1990
30.2448,-97.74322,1937
30.50343,-97.879028,1975
30.245972,-97.915831,1976
30.466602,-97.62352,2006
30.406937,-97.758039,1985
30.463848,-97.922744,2005
30.356737,-97.780157,1996
30.423015,-97.800393,1984
30.242932,-97.893673,1979
30.387918,-97.971155,1983
30.254587,-97.709453,1995
30.233583,-97.778231,1972
30.477825,-97.63328,2001
30.307703,-97.835391,1984
30.154751,-97.801882,2007
30.283316,-97.719821,1930
30.368554,-97.894852,2005
30.09026,-97.674671,2001
30.290865,-97.752601,1950
30.385863,-97.678962,1983
30.444462,-97.652292,1975
30.305446,-97.971555,2010
30.263131,-97.663375,2005
30.30035,-97.889208,1986
30.244952,-97.835043,1996
30.197003,-97.770832,1950
30.192509,-97.562016,1994
30.265755,-97.467571,1998
30.360324,-97.959826,2014
30.44311,-97.604607,2001
30.299714,-97.797638,1964
30.384606,-97.668976,1958
30.32432,-97.773285,1979
30.226021,-97.590607,2005
30.338077,-97.823421,2005
30.515739,-97.746703,1999
30.421034,-97.967315,1983
30.421266,-97.801982,1984
30.408921,-97.685356,1976
30.257305,-97.687728,1925
30.343485,-97.497795,1983
30.297114,-97.824763,1960
30.266644,-97.711892,1976
30.311625,-97.786677,1983
30.296727,-97.821955,1972
30.187989,-97.790198,1979
30.441901,-97.653014,1976
30.508498,-97.887176,1996
30.307499,-97.638695,1999
30.434509,-97.803838,1976
30.339707,-97.745266,1953
30.360179,-97.776207,1981
30.243587,-97.911899,1977
30.445184,-97.572572,2010
30.294403,-97.918695,2001
30.188497,-97.814221,2000
30.183162,-97.820692,1983
30.21905,-97.930613,1967
30.462308,-97.688204,1997
30.359638,-97.774527,1984
30.3685,-97.915209,1990
30.320593,-97.9196,2001
30.197725,-97.942407,1993
30.15625,-97.645583,1999
30.284267,-97.707388,1948
30.140021,-97.717516,1950
30.442826,-97.6377,1990
30.374406,-97.895105,1996
30.255595,-97.777281,1951
30.555077,-97.73159,1997
30.280062,-97.877439,2007
30.351395,-97.886648,2010
30.415912,-97.773713,1991
30.509978,-97.895713,1995
30.035377,-97.899816,
30.216935,-97.565843,1979
30.303225,-97.967501,1996
30.430646,-97.899363,1955
30.426291,-97.784282,1979
30.444911,-97.672909,1997
30.377595,-97.798785,1984
30.130991,-97.855773,1979
30.46572,-97.583925,2004
30.370544,-97.662651,1983
30.421641,-97.657834,1998
30.535194,-97.614916,2006
30.414975,-97.722549,1979
30.278676,-97.711677,1950
30.305096,-97.921054,1999
30.026036,-97.846509,2003
30.22061,-97.788837,1963
30.210027,-97.519554,1992
30.3208,-97.844208,1994
30.531191,-97.651222,1994
30.225171,-97.888912,2002
30.373328,-97.746232,1976
30.318171,-97.818641,2006
30.324197,-97.53197,2003
30.486142,-97.560175,1984
30.338979,-97.922518,2012
30.529057,-97.855649,2004
30.364782,-97.705203,1970
30.294479,-97.872096,2002
30.172294,-97.720932,1983
30.347914,-97.612268,2001
30.34196,-97.98262,1996
30.186573,-97.932264,1975
30.403605,-97.774859,2001
30.373203,-97.773707,1976
30.251918,-97.763511,
30.139783,-97.733361,2009
30.008107,-97.837197,2006
30.312237,-97.488538,2002
30.440187,-97.79796,1974
30.3562,-97.791146,1979
30.296797,-97.798772,2010
30.20482,-97.92863,2005
30.368731,-97.519733,2010
30.359962,-97.64207,2006
30.443119,-97.799585,1974
30.061478,-97.715812,1997
30.207487,-97.718984,1950
30.477785,-97.882368,1979
30.343551,-97.528684,2005
30.442803,-97.672249,1999
30.302082,-97.861778,1983
30.514065,-97.617402,1999
30.325675,-97.770742,1959
30.314905,-97.897909,2014
30.362312,-97.758466,1968
30.312805,-97.785589,1982
30.227121,-97.86245,1999
30.353271,-97.956914,2005
30.373476,-97.774682,1978
30.058057,-97.730497,2008
30.511585,-97.751482,2006
30.129654,-97.854171,1983
30.380349,-97.666857,1973
30.369593,-97.560102,1996
30.284536,-97.814971,1994
30.295118,-97.796825,1955
30.212447,-97.527912,1985
30.435704,-97.799876,1977
30.387204,-97.678869,1969
30.13476,-97.491653,1987
30.22756,-97.917654,1984
30.299524,-97.678774,1966
30.311858,-97.660225,1980
30.29494,-97.877938,2007
30.167716,-97.48804,2001
30.356883,-97.545846,2006
30.362611,-97.721973,1965
30.375368,-97.983122,1982
30.194629,-97.863303,2001
30.475159,-97.909273,1995
30.371091,-97.555126,1998
30.494285,-97.572856,2015
30.553125,-97.735124,1996
30.31673,-97.915492,2002
30.302404,-97.787265,1993
30.343979,-97.742694,1954
30.302602,-97.733734,1927
30.150663,-97.817607,1993
30.277213,-97.857737,1997
30.296325,-97.969237,2000
30.372245,-97.96742,1991
30.352059,-97.506488,1972
30.445907,-97.759723,1991
30.469373,-97.641538,1998
30.334363,-97.982704,2006
30.427389,-97.778935,1981
30.19476,-97.900124,2004
30.186023,-97.751641,1973
30.476811,-97.613089,2003
30.488563,-97.921903,2003
30.374108,-97.621244,1977
30.354519,-97.745755,1962
30.264767,-97.842872,2006
30.176951,-97.589422,1984
30.117089,-97.726368,1998
30.493881,-97.611245,2000
30.039459,-97.889136,
30.289537,-97.76544,1950
30.399074,-97.702232,1983
30.332194,-97.727572,1950
30.44164,-97.634714,1990
30.192266,-97.915806,2005
30.443996,-97.796226,1971
30.185867,-97.898884,1994
30.27781,-97.841578,1975
30.36516,-97.704625,1970
30.25455,-97.777609,1951
30.18621,-97.748066,1979
30.209279,-97.761775,2005
30.390335,-97.550729,1994
30.191587,-97.701443,1960
30.116141,-97.819987,1973
30.412404,-97.956845,1974
30.31545,-97.895759,2007
30.083861,-97.618663,1985
30.141663,-97.778765,1996
30.474183,-97.681498,1981
30.273923,-97.821977,1995
30.178184,-97.555787,2000
30.334192,-98.004857,1997
30.328982,-97.865561,1994
30.227703,-97.767484,1958
30.345176,-97.725886,1950
30.440975,-97.767219,1985
30.358464,-97.549967,2005
30.50419,-97.673739,1984
30.220948,-97.896395,2001
30.311194,-97.785955,1988
30.346404,-97.702158,1958
30.254384,-97.580706,2004
30.389155,-97.946948,1998
30.447904,-97.840431,1998
30.362464,-97.813869,2002
30.127818,-97.617077,1981
30.173684,-97.83754,1985
30.267943,-97.618685,1971
30.343238,-97.87192,1986
30.501512,-97.884437,1984
30.481586,-97.916196,1940
30.418626,-97.582891,1911
30.298549,-97.817498,1984
30.242803,-97.898964,2002
30.207663,-97.518563,1983
30.491,-97.92942,1955
30.288103,-97.871877,1994
30.123576,-97.671501,2002
30.438259,-97.682753,1985
30.288177,-97.71501,1951
30.296117,-97.45955,1976
30.177952,-97.750336,1983
30.196249,-97.512952,1999
30.399095,-97.541346,1919
30.208887,-97.842222,1983
30.160659,-97.993674,2003
30.159278,-97.782382,2004
30.375153,-97.64698,2010
30.349844,-97.777898,1978
30.041447,-97.829447,2001
30.300119,-97.711252,1947
30.224634,-97.717153,1965
30.394433,-97.70285,1983
30.237004,-97.90226,2005
30.427391,-97.642561,2003
30.301,-97.757335,1939
30.382426,-97.949814,2005
30.368874,-97.674312,1974
30.184524,-97.976755,2011
30.238942,-97.762948,1959
30.404716,-97.63373,1984
30.440095,-97.766467,1985
30.384925,-97.64261,1969
30.420836,-97.57852,1979
30.213491,-97.802315,1968
30.382251,-97.755147,1985
30.109158,-97.731946,2002
30.132267,-97.567706,
30.238648,-97.904417,2005
30.241874,-97.75053,1935
30.37977,-97.821574,1993
30.292808,-97.963672,1979
30.286044,-97.76268,1938
30.187609,-97.811973,2001
30.425502,-97.857487,2005
30.355487,-97.888852,2005
30.061372,-97.663318,1965
30.559457,-97.745831,2005
30.375886,-97.558988,2002
30.176258,-97.834212,1984
30.357464,-97.496071,2000
30.425456,-97.792768,1992
30.19982,-97.998343,2007
30.423337,-97.697116,1985
30.200189,-97.752704,1977
30.473254,-97.855866,2001
30.45284,-97.645653,1983
30.292297,-97.714201,1948
30.221733,-97.933597,2008
30.403873,-97.957408,1996
30.313517,-97.749619,1948
30.124296,-97.823909,1963
30.456407,-97.858612,2014
30.303619,-97.497936,1970
30.452653,-97.640338,1975
30.399772,-97.699927,1983
30.227944,-97.866707,1956
30.098215,-97.621485,2001
30.289743,-97.865185,1998
30.07378,-97.817117,2008
30.417502,-97.722524,1981
30.36324,-97.645507,2007
30.201707,-97.830931,1981
30.465172,-97.569543,2011
30.149907,-97.813348,1988
30.24751,-97.552628,1996
30.247956,-97.776116,1994
30.44959,-97.766552,1987
30.478435,-97.933097,1984
30.062168,-97.716454,1996
30.115525,-97.878725,1978
30.310636,-97.852507,1999
30.15606,-97.789064,1970
30.361077,-97.945885,2002
30.261632,-97.664542,1954
30.352831,-97.990723,1998
30.139533,-97.845092,1974
30.390277,-97.517193,2010
30.189899,-97.78746,1973
30.291762,-98.02308,1975
30.299686,-97.847555,1999
30.492038,-97.894898,2000
30.119488,-97.599527,1995
30.250764,-97.909675,1991
30.381967,-97.905664,1970
30.476587,-97.58486,2009
30.306015,-97.917583,1997
30.283489,-97.505798,1993
30.322296,-97.913704,2000
30.147327,-97.633662,1935
30.292395,-97.970352,2016
30.38616,-98.005777,1999
30.459192,-97.75625,1996
30.345951,-97.555124,1945
30.425079,-97.680833,2001
30.110549,-97.911765,1980
30.285381,-97.837858,1983
30.272501,-97.77841,1954
30.372849,-97.909645,2008
30.26646,-97.472999,1979
30.3849,-97.851766,2001
30.349716,-97.888637,2007
30.16934,-97.832103,1986
30.457514,-97.658058,1994
30.339681,-97.760727,1954
30.295074,-97.71071,1951
30.208046,-97.86777,1999
30.286765,-97.935886,2011
30.304276,-97.879462,1998
30.206915,-97.935692,2001
30.450462,-97.56651,2006
30.234181,-97.985868,1981
30.439526,-97.751853,1984
30.324508,-97.858454,2002
30.417907,-97.900995,1970
30.213789,-97.90571,1984
30.357175,-97.971636,1980
30.323344,-97.72132,1951
30.18903,-97.823385,1971
30.32692,-97.976872,2005
30.387658,-97.674476,2004
30.360551,-97.72074,1960
30.206838,-97.794951,1981
30.422799,-97.947022,1945
30.300878,-97.80622,1997
30.246245,-97.994167,1998
30.436778,-97.715299,1992
30.351977,-97.842351,1984
30.273163,-97.464861,1988
30.116782,-97.683835,1992
30.324587,-97.735315,1947
30.144127,-97.786108,1980
30.340737,-97.458975,2007
30.210789,-97.810913,1973
30.322262,-97.531895,2002
30.373586,-97.775124,1977
30.443848,-97.836516,1962
30.195691,-97.54606,1978
30.195959,-97.53182,1978
30.178025,-97.95452,1997
30.214614,-97.875724,2006
30.385767,-97.698431,1978
30.233729,-97.753308,1969
30.528504,-97.647911,2002
30.292051,-97.927223,2006
30.365116,-97.732953,1960
30.147026,-97.631481,2002
30.504691,-97.761778,2006
30.506869,-97.738868,1980
30.156787,-97.739282,1999
30.498398,-97.59311,1997
30.199211,-97.555488,2002
30.31725,-97.844247,1999
30.530308,-97.705306,1989
30.242609,-97.825431,1973
30.14288,-97.731446,1955
30.253881,-97.8367,1997
30.20586,-97.783775,1970
30.337511,-97.548414,2005
30.414986,-97.952717,1970
30.138021,-97.591722,1975
30.283111,-97.874432,2006
30.347049,-97.688235,1979
30.264796,-97.618423,1980
30.28666,-97.76775,1940
30.317086,-97.71893,1947
30.289122,-97.721172,1947
30.363732,-97.689814,1970
30.221174,-97.860925,1996
30.317209,-97.899427,2006
30.409355,-97.914463,1974
30.339535,-97.787696,2005
30.100091,-97.665403,1975
30.127839,-97.61269,1983
30.458884,-97.787038,1996
30.376397,-97.769135,1998
30.34784,-97.902445,2006
30.121172,-97.825914,1977
30.187178,-97.897759,1994
30.437851,-97.829272,1994
30.284515,-97.516888,1999
30.341432,-97.552859,1945
30.332778,-97.465889,1997
30.451509,-97.764834,2001
30.292531,-97.775513,1989
30.356599,-97.964993,2005
30.410045,-97.912006,1993
30.555454,-97.811008,1995
30.271879,-97.791665,1976
30.442627,-97.818077,1980
30.223989,-97.559386,1977
30.246083,-97.780588,1973
30.424519,-97.689879,1979
30.416614,-97.739578,1969
30.374134,-97.707227,1972
30.323671,-97.791253,1984
30.209294,-97.779677,1964
30.340208,-97.882385,1988
30.312132,-97.667879,1966
30.359272,-97.884474,2005
30.429116,-97.770444,1979
30.345604,-97.705329,
30.36316,-97.955654,2016
30.38697,-97.675496,2001
30.398584,-97.912235,1995
30.32465,-97.766093,1956
30.377475,-97.972303,1994
30.26501,-97.792439,1996
30.288565,-97.720935,1949
30.199079,-97.820617,1983
30.297478,-97.91718,2001
30.493213,-97.821017,2010
30.20806,-97.777807,1941
30.415277,-97.716816,1979
30.375849,-97.852085,1993
30.376937,-97.798943,1985
30.390602,-97.961002,1996
30.409762,-97.918191,2000
30.1849,-97.805209,1996
30.443914,-97.571945,2011
30.376785,-97.559617,1997
30.361277,-97.769166,1967
30.217563,-97.822962,1952
30.311634,-97.688701,1971
30.521291,-97.667498,1980
30.450002,-97.613111,1992
30.368117,-97.927311,2005
30.40193,-97.932526,1979
30.323455,-97.532784,2004
30.303383,-97.665268,1984
30.428042,-97.928632,1972
30.512853,-97.729332,2000
30.421255,-97.940743,1986
30.484107,-97.860506,2010
30.071378,-97.729494,2000
30.309131,-97.674641,1953
30.218634,-97.771544,1966
30.506492,-97.601267,2000
30.259116,-97.8464,2004
30.183434,-97.86247,1993
30.510152,-97.750094,2006
30.213857,-97.817466,1978
30.270267,-97.793439,2003
30.28111,-97.46313,2000
30.542452,-97.807524,1983
30.22698,-97.904823,1972
30.512687,-97.754595,2006
30.507013,-97.72332,2012
30.302762,-97.717769,1941
30.389734,-97.662549,1985
30.320589,-97.684614,1964
30.273244,-97.631037,2008
30.189795,-97.924518,2007
30.138281,-97.574836,1970
30.099033,-97.52558,1988
30.372126,-97.659596,2002
30.293492,-97.518852,1952
30.323102,-97.973887,2007
30.25187,-97.756568,1934
30.382349,-97.503225,2000
30.383088,-97.976844,1999
30.46878,-97.952351,1999
30.346328,-97.687106,1980
30.266764,-97.473642,2004
30.51313,-97.798795,2006
30.384927,-98.006257,2009
30.160311,-97.872646,1993
30.149134,-97.805213,1973
30.220761,-97.782635,1952
30.133604,-97.573115,2009
30.338001,-98.002363,1995
30.169551,-97.818971,2012
30.340361,-97.726782,1950
30.076233,-97.680301,1994
30.267247,-97.716712,1996
30.537581,-97.706357,1997
30.288854,-97.843237,1976
30.366637,-97.763396,1971
30.193418,-97.827769,1986
30.243836,-97.893074,1995
30.400671,-97.998693,1993
30.27078,-97.806758,1980
30.513316,-97.747374,2002
30.287976,-98.026899,2014
30.533572,-97.758664,1970
30.33721,-97.765711,1963
30.164812,-97.857588,1983
30.22019,-97.801004,1968
30.465814,-97.838999,2000
30.205883,-97.637366,1981
30.419609,-97.575097,1950
30.229772,-97.986998,1980
30.21145,-97.525827,1985
30.450865,-97.765632,1994
30.381324,-97.823922,1996
30.33132,-97.785499,1989
30.242594,-97.996355,1985
30.218545,-97.900734,1979
30.180761,-97.860325,1993
30.503878,-97.622546,2005
30.499073,-97.599201,2007
30.267631,-97.801959,1980
30.302562,-97.836782,1992
30.116199,-97.779516,2005
30.295846,-97.46433,1955
30.396851,-97.4895,1954
30.414582,-97.876127,2006
30.32838,-97.765886,1956
30.328514,-97.974619,1979
30.247655,-97.769386,1939
30.310011,-97.834099,1983
30.390344,-97.848604,2008
30.345423,-97.874144,1970
30.221469,-97.949055,1971
30.423547,-97.73665,1971
30.253904,-97.908035,1988
30.293173,-97.487867,2006
30.28676,-97.662929,1969
30.357665,-98.004981,2011
30.542697,-97.701882,2007
30.199842,-97.740581,1977
30.220627,-97.70551,
30.284686,-97.888978,2014
30.43771,-97.805291,1975
30.428814,-97.766079,1984
30.317344,-97.672276,1967
30.49432,-97.884703,1979
30.382475,-97.827397,1996
30.067305,-97.673481,1996
30.391672,-97.978567,2000
30.284695,-97.79741,2001
30.447973,-97.813106,1982
30.416505,-97.786889,1981
30.473047,-97.635934,1999
30.362057,-97.836646,2000
30.227088,-97.86651,1996
30.095345,-97.661416,1953
30.493192,-97.894869,2004
30.423913,-97.775831,1980
30.492949,-97.911837,2004
30.223122,-97.521123,1997
30.264345,-97.461446,1998
30.436122,-97.714026,1985
30.322032,-97.718162,1967
30.443425,-97.646926,1979
30.370498,-97.989506,1993
30.427315,-97.809318,2000
30.026262,-97.67352,2001
30.434794,-97.790399,1976
30.298653,-97.774232,2006
30.245559,-97.933919,2009
30.298179,-97.871248,1982
30.385087,-97.832489,1995
30.236611,-97.913714,1972
30.160241,-97.859186,1984
30.294727,-97.647939,2013
30.421024,-97.940389,1994
30.334615,-97.865024,1994
30.125856,-97.831675,1979
30.180594,-97.916426,2010
30.480013,-97.611349,2005
30.387484,-97.656276,1982
30.294609,-97.873784,2000
30.345344,-97.956268,1974
30.326071,-97.870295,1977
30.165338,-97.771367,1967
30.493023,-97.768405,2001
30.181802,-97.893893,1995
30.231504,-97.919751,2012
30.456121,-97.516877,2011
30.28432,-97.928787,2001
30.298064,-97.754734,1937
30.436291,-97.743518,1984
30.470189,-97.829165,1995
30.217743,-97.936513,1998
30.437828,-97.807011,1978
30.327817,-97.700732,1997
30.435001,-97.716672,1984
30.327035,-97.857041,2002
30.236743,-97.77052,1962
30.16383,-97.859241,1983
30.419569,-97.890552,2002
30.499227,-97.760878,2002
30.22081,-97.861689,1991
30.277098,-97.885464,2013
30.504132,-97.74422,1993
30.532951,-97.701137,1996
30.225101,-97.876762,1998
30.260393,-97.914763,1978
30.486863,-97.579128,1994
30.179638,-97.642679,1996
30.168423,-97.79416,1995
30.48011,-97.610874,2006
30.460482,-97.68527,1996
30.140688,-97.719494,2001
30.370221,-97.559703,1978
30.440464,-97.684509,1985
30.208135,-97.523065,1980
30.088117,-97.767589,2004
30.268268,-97.698343,1967
30.10123,-97.615223,1999
30.319655,-97.767824,2009
30.311226,-97.914864,1999
30.351267,-97.530509,2003
30.523347,-97.778639,1993
30.470755,-97.833088,1991
30.365001,-97.705633,1971
30.419453,-97.885969,2004
30.470055,-97.582863,1994
30.396846,-97.80253,1998
30.267145,-97.715293,2008
30.6024,-97.8094,2018
30.406934,-97.775528,2002
30.284173,-97.836796,1978
30.492714,-97.904701,2003
30.284844,-97.837063,1976
30.430059,-97.813447,1984
30.47833,-97.915555,1972
30.414998,-97.768669,1982
30.538996,-97.804906,1984
30.229895,-97.919605,1985
30.383021,-97.834304,1997
30.415188,-97.539204,1996
30.312248,-97.728831,2012
30.301055,-97.945375,2002
30.377054,-97.751064,1976
30.039405,-97.811483,2013
30.540797,-97.733969,1979
30.114317,-97.686078,1982
30.306713,-97.731188,1927
30.206506,-97.780252,1969
30.154525,-97.846719,2012
30.480875,-97.931358,1965
30.235967,-97.743518,1957
30.357984,-97.912294,2008
30.415874,-97.917017,1965
30.362747,-97.782124,1983
30.365,-97.7275,2008
30.450255,-97.909247,2008
30.52552,-97.672296,1978
30.295207,-97.897119,1987
30.200757,-97.819059,1979
30.249228,-97.872506,2006
30.352698,-97.983404,2001
30.377299,-97.908291,2005
30.153059,-97.860981,2003
30.282311,-97.944566,2013
30.180634,-97.891564,1995
30.520611,-97.676004,1971
30.216621,-97.988504,1987
30.432635,-97.928915,2010
30.223418,-97.628567,1984
30.421009,-97.778291,1996
30.362786,-97.847849,1999
30.312029,-97.700193,1954
30.490596,-97.766287,2006
30.497265,-97.630789,1997
30.323254,-97.745386,1951
30.395168,-97.799117,1998
30.206778,-97.77224,2013
30.161709,-97.662998,1999
30.521094,-97.859063,1996
30.372143,-97.991259,2000
30.246077,-97.828127,1979
30.424015,-97.724331,1982
30.161466,-97.835957,2006
30.290538,-97.667526,2007
30.407298,-97.484637,1950
30.244024,-97.900208,2002
30.276688,-97.684991,1959
30.274292,-97.809066,1977
30.439667,-97.767685,1985
30.161347,-97.779118,2004
30.441555,-97.680077,1984
30.387788,-97.518898,1936
30.548357,-97.822081,2001
30.235826,-97.786934,1967
30.342545,-97.869555,2006
30.335864,-97.930201,2003
30.436459,-97.630421,1994
30.477608,-97.633354,2001
30.337704,-97.847718,1985
30.493736,-97.761005,2002
30.377564,-97.913492,2007
30.388001,-97.699902,1980
30.201564,-97.826178,1983
30.275193,-97.825977,1984
30.329396,-97.796623,1993
30.323586,-97.532705,2003
30.281878,-97.787439,1984
30.297976,-97.711885,1947
30.477747,-97.575779,2005
30.014257,-97.884448,2002
30.364522,-97.97374,1989
30.292751,-97.774901,1941
30.17609,-97.804298,1984
30.455681,-97.809997,1977
30.169154,-97.749502,1979
30.321353,-97.84288,1986
30.528018,-97.61505,1999
30.210615,-97.81308,1973
30.500042,-97.883226,1985
30.342087,-97.722482,1950
30.224447,-97.886815,2002
30.351644,-97.511109,2013
30.289403,-97.838339,1986
30.273399,-97.687666,2005
30.302821,-97.682165,1955
30.305109,-97.770451,2012
30.508653,-97.894627,1984
30.328297,-97.845413,1987
30.390585,-97.687015,1978
30.199879,-97.78751,1969
30.372481,-97.73206,1971
30.305159,-97.672724,1971
30.365008,-97.94658,2005
30.297543,-97.839588,2007
30.245968,-97.554258,1984
30.237089,-97.74656,1961
30.474384,-97.536475,1998
30.219651,-97.850444,1978
30.4521,-97.753088,1994
30.155266,-97.813527,1987
30.45651,-97.822175,1984
30.278809,-97.629912,2011
30.203722,-97.765935,1971
30.346537,-97.870793,1950
30.279882,-97.876908,2008
30.312144,-97.495984,1945
30.252702,-97.583073,2003
30.295373,-97.760216,1947
30.17553,-97.832393,1985
30.239565,-97.996221,1983
30.052222,-97.693717,1995
30.199416,-97.978128,2004
30.422217,-97.641367,2003
30.353207,-97.78806,1982
30.432585,-97.622655,1996
