Latitude,Longitude,School Name,School Address,School Rating,zipcode
30.200303,-97.78921,Odom Elementary School,"1010 Turtle Creek Boulevard, Austin, TX  78745",6,78745
30.416983000000002,-97.73403,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6,78727
30.295745,-97.775631,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10,78703
30.446105,-97.586851,Murchison Elementary School,"2215 Kelly Lane, Pflugerville, TX  78660",8,78660
30.443584,-97.612688,Brookhollow Elementary School,"1200 North Railroad Avenue, Pflugerville, TX  78660",5,78660
30.425743,-97.69421700000001,Parmer Lane Elementary School,"1806 Parmer Lane, Austin, TX  78727",7,78727
30.294525,-97.496573,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4,78653
30.352557,-97.83920400000001,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10,78746
30.166911,-97.59374100000001,Del Valle Opportunity Center,"5301 Ross Rd, Del Valle, TX 78617",4,78617
30.488239,-97.601437,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5,78660
30.42091,-97.856516,Grandview Hills Elementary School,"12024 Vista Parke Drive, Austin, TX  78726",6,78726
30.24403,-97.724396,Metz Elementary School,"84 Robert Martinez Junior Street, Austin, TX  78702",3,78702
30.335921999999997,-97.746832,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10,78757
30.42455,-97.709114,Parmer Lane Elementary School,"1806 Parmer Lane, Austin, TX  78727",7,78727
30.267852,-97.71781800000001,Blackshear Elementary School,"1712 East 11th Street, Austin, TX  78702",8,78702
30.221901000000003,-97.816797,Sunset Valley Elementary School,"3000 Jones Road, Sunset Valley, TX  78745",5,78745
30.269012,-97.881214,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10,78733
30.378615000000003,-97.693074,Mcbee Elementary School,"1101 West Braker Lane, Austin, TX  78758",7,78758
30.356461,-97.52299000000001,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2,78653
30.214271000000004,-97.90845999999999,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10,78739
30.469554,-97.776022,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5,78729
30.39035,-97.520613,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5,78653
30.298871000000002,-97.819518,Valley View Elementary School,"360 Loop Court, Austin, TX  78746",9,78746
30.092165,-97.67553000000001,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3,78747
30.202779999999997,-97.845895,Boone Elementary School,"8101 Croftwood Drive, Austin, TX  78749",8,78749
30.303887,-97.775299,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10,78703
30.527165000000004,-97.701583,Old Town Elementary School,"2200 Chaparral Drive, Round Rock, TX  78681",7,78681
30.369634,-98.007515,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7,78645
30.220106,-97.857752,Patton Elementary School,"6001 Westcreek Drive, Austin, TX  78749",6,78749
30.501514,-97.573815,Dearing Elementary School,"4301 Gattis School Rd, Pflugerville, TX 78660",5,78660
30.189548,-97.842977,Cowan Elementary School,"2817 Kentish Drive, Austin, TX  78748",9,78748
30.367481,-97.518058,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2,78653
30.359756,-97.698465,Barrington Elementary School,"400 Cooper Drive, Austin, TX  78753",4,78753
30.454033000000003,-97.646783,Springhill Elementary School,"600 South Heatherwilde Boulevard, Pflugerville, TX  78660",5,78660
30.318589000000003,-97.78757900000001,Casis Elementary School,"2710 Exposition Boulevard, Austin, TX  78703",10,78703
30.364534000000003,-97.967053,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7,78645
30.477766,-97.54690699999999,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9,78660
30.426126,-97.92181500000001,Lago Vista Elementary School,"20311 Dawn Dr, Lago Vista, TX 78645",7,78645
30.156553999999996,-97.738811,Palm Elementary School,"7601 Dixie Drive, Austin, TX  78744",6,78744
30.429915,-97.826324,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10,78726
30.468736,-97.78412900000001,Forest North Elementary School,"13414 Broadmeade Avenue, Austin, TX  78729",5,78729
30.157678999999998,-97.864923,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9,78748
30.299334,-97.884137,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10,78733
30.172525,-97.862103,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9,78748
30.245459999999998,-97.551099,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2,78653
30.037058000000002,-97.81558199999999,Ralph Pfluger Elementary School,"4951 Marsh Lane, Buda, TX  78610",7,78610
30.317059999999998,-97.697222,Harris Elementary School,"1711 Wheless Lane, Austin, TX  78723",4,78723
30.243021999999996,-98.003578,Dripping Springs Elementary School,"29400 Ranch Rd 12, Dripping Springs, TX 78620",7,78620
30.191640999999997,-97.98683100000001,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8,78739
30.274653999999998,-97.79195899999999,Cedar Creek Elementary School,"3301 Pinnacle Road, Austin, TX  78746",9,78746
30.282756,-97.480029,Blake Manor Elementary School,"18010 Blake Manor Road, Manor, TX  78653",4,78653
30.376223,-97.801902,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10,78746
30.130445,-97.837241,Menchaca Elementary School,"12120 Manchaca Rd, Austin, TX 78748",5,78748
30.336969,-97.905108,River Ridge Elementary School,"12900 Tierra Grande Trail, Austin, TX  78732",10,78732
