,Offense Desc,Offense Category,Address,lat,lng,Severity
31799,THEFT BY SHOPLIFTING          ,Theft,14028 N US 183 HWY SVRD SB 78613,30.476702,-97.8050796,1
31800,RAPE                          ,Rape,,37.2256055,-95.7162018,6
31801,BURGLARY OF VEHICLE           ,Theft,6100 FRIENDSWOOD DR 78723,30.3087702,-97.6794413,3
31802,THEFT BY SHOPLIFTING          ,Theft,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,1
31803,THEFT BY SHOPLIFTING          ,Theft,11200 LAKELINE MALL DR 78613,30.4703854,-97.806965,1
31804,AUTO THEFT                    ,Auto Theft,4000 BLOCK MANCHACA RD 78704,30.2337819,-97.7861381,3
31805,RAPE                          ,Rape,,37.2256055,-95.7162018,6
31806,BURGLARY OF VEHICLE           ,Theft,14501 N IH 35 SVRD NB 78660,30.4354932,-97.6681428,3
31807,THEFT                         ,Theft,2901 S CAPITAL OF TEXAS HWY NB 78746,30.2573391,-97.8071883,1
31808,AUTO THEFT                    ,Auto Theft,1109 S PLEASANT VALLEY RD 78741,30.2404567,-97.715406,3
31809,THEFT                         ,Theft,710 E BEN WHITE BLVD SVRD WB 78704,30.2202595,-97.7547522,1
31810,BURGLARY OF RESIDENCE         ,Burglary,501 SACRAMENTO DR 78704,30.2348287,-97.7617251,2
31811,BURGLARY OF VEHICLE           ,Theft,2104 KEMPER CV 78746,30.2761207,-97.8372628,3
31812,AGG ROBBERY/DEADLY WEAPON     ,Robbery,7105 N IH 35 SVRD NB 78752,30.3320891,-97.7035625,5
31813,THEFT FROM PERSON             ,Theft,E 6TH ST / CONGRESS AVE 78701,30.268066,-97.742813,1
31814,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,2312 WICKERSHAM LN 78741,30.2280076,-97.7214931,4
31815,BURGLARY OF VEHICLE           ,Theft,12811 HEINEMANN DR 78727,30.4367001,-97.743633,3
31816,BURGLARY OF VEHICLE           ,Theft,13492 N US 183 HWY SVRD SB 78750,30.4489967,-97.7921948,3
31817,BURGLARY OF RESIDENCE         ,Burglary,11624 JOLLYVILLE RD 78759,30.4146448,-97.751816,2
31818,BURGLARY OF RESIDENCE         ,Burglary,1515 WICKERSHAM LN 78741,30.2349921,-97.7182435,2
31819,BURGLARY OF RESIDENCE         ,Burglary,1809 ROGGE LN 78723,30.306533,-97.6942618,2
31820,MURDER                        ,Murder,7400 BLOCK GENEVA DR 78723,30.3227082,-97.6767232,7
31821,AGG ASSAULT                   ,Agg Assault,1601 ROYAL CREST DR 78741,30.23917,-97.729152,4
31822,BURGLARY NON RESIDENCE        ,Burglary,8403 CROSS PARK DR 78754,30.3385977,-97.675443,2
31823,BURGLARY OF VEHICLE           ,Theft,2901 S CAPITAL OF TEXAS HWY NB 78746,30.2573391,-97.8071883,3
31824,THEFT                         ,Theft,4301 W WILLIAM CANNON DR 78749,30.2196439,-97.8416405,1
31825,THEFT OF BICYCLE              ,Theft,5812 N IH 35 SVRD SB 78751,30.3199414,-97.7084532,1
31826,BURGLARY OF VEHICLE           ,Theft,2108 CONESTOGA TRL 78744,30.1949359,-97.7561537,3
31827,BURGLARY OF VEHICLE           ,Theft,700 SAN JACINTO BLVD 78701,30.2689471,-97.7403971,3
31828,BURGLARY OF VEHICLE           ,Theft,1306 MC KIE DR 78752,30.3302999,-97.6909751,3
31829,BURGLARY OF VEHICLE           ,Theft,8801 MC CANN DR 78757,30.372357,-97.728681,3
31830,BURGLARY OF VEHICLE           ,Theft,7208 GUNNISON PASS 78724,30.3104497,-97.6527129,3
31831,THEFT                         ,Theft,4611 ADELPHI LN 78727,30.4258998,-97.7245486,1
31832,BURGLARY OF VEHICLE           ,Theft,1817 E OLTORF ST 78741,30.230481,-97.7367541,3
31833,BURGLARY NON RESIDENCE        ,Burglary,7705 METRO CENTER DR 78744,30.2165801,-97.6902118,2
31834,THEFT                         ,Theft,4512 EAGLE FEATHER DR 78735,30.2432717,-97.8290404,1
31835,THEFT FROM AUTO               ,Theft,8801 S IH 35 SVRD NB 78744,30.1556635,-97.7932926,1
31836,THEFT FROM AUTO               ,Theft,1501 REAGAN HILL DR 78752,30.3262059,-97.6905511,1
31837,THEFT                         ,Theft,2201 MONTOPOLIS DR 78741,30.2221438,-97.7042472,1
31838,BURGLARY OF VEHICLE           ,Theft,4821 E RIVERSIDE DR 78741,30.230565,-97.718314,3
31839,THEFT                         ,Theft,120 W SLAUGHTER LN 78748,30.1677163,-97.7891965,1
31840,BURGLARY OF VEHICLE           ,Theft,6607 BRODIE LN 78745,30.2160356,-97.82831,3
31841,THEFT                         ,Theft,504 RHONDA CT 78745,30.211506,-97.7636778,1
31842,BURGLARY OF VEHICLE           ,Theft,1606 BAY HILL DR 78746,30.2790101,-97.8308888,3
31843,THEFT OF LICENSE PLATE        ,Theft,5707 MANOR RD 78723,30.3050768,-97.6806425,1
31844,THEFT OF BICYCLE              ,Theft,1500 ROYAL CREST DR 78741,30.2409185,-97.7303472,1
31845,THEFT BY SHOPLIFTING          ,Theft,710 E BEN WHITE BLVD WB 78704,30.221052,-97.753996,1
31846,AUTO THEFT                    ,Auto Theft,6100 FRIENDSWOOD DR 78723,30.3087702,-97.6794413,3
31847,THEFT                         ,Theft,5729 REPUBLIC OF TEXAS BLVD 78735,30.252068,-97.8399613,1
31848,THEFT OF BICYCLE              ,Theft,406 E 30TH ST 78705,30.2923394,-97.7345023,1
31849,THEFT                         ,Theft,5 EAST AVE 78701,30.252451,-97.7370474,1
31850,THEFT                         ,Theft,13435 N US 183 HWY SVRD NB 78729,30.4490763,-97.7877455,1
31851,THEFT                         ,Theft,4700 EAGLE FEATHER DR 78735,30.2434927,-97.8313349,1
31852,THEFT                         ,Theft,12407 N MOPAC EXPY SVRD NB 78758,30.417464,-97.702855,1
31853,THEFT                         ,Theft,4208 GREAT PLAINS DR 78735,30.2536846,-97.8363385,1
31854,BURGLARY OF VEHICLE           ,Theft,1016 W STASSNEY LN 78745,30.211456,-97.786492,3
31855,THEFT                         ,Theft,305 W 5TH ST 78701,30.2676675,-97.7461264,1
31856,THEFT                         ,Theft,5300 S MOPAC EXPY SVRD SB 78749,30.2339236,-97.8288361,1
31857,THEFT OF BICYCLE              ,Theft,701 CONGRESS AVE 78701,30.2690545,-97.7419885,1
31858,THEFT                         ,Theft,1900 GRACY FARMS LN 78758,30.3978523,-97.7017687,1
31859,THEFT                         ,Theft,11215 RESEARCH BLVD SVRD NB 78759,30.4085897,-97.7444001,1
31860,THEFT                         ,Theft,11200 LAKELINE MALL DR 78613,30.4703854,-97.806965,1
31861,BURGLARY OF VEHICLE           ,Theft,2504 HUNTWICK DR 78741,30.223966,-97.7276247,3
31862,THEFT                         ,Theft,4609 EAGLE FEATHER DR 78735,30.2427517,-97.830995,1
31863,BURGLARY OF VEHICLE           ,Theft,1834 FERGUSON LN 78754,30.3456538,-97.6718956,3
31864,BURGLARY OF VEHICLE           ,Theft,904 FALL CREEK DR 78753,30.3842074,-97.6675066,3
31865,THEFT                         ,Theft,4930 TRAIL WEST DR 78735,30.250102,-97.83091,1
31866,BURGLARY OF VEHICLE           ,Theft,8312 N IH 35 SVRD SB 78753,30.3470435,-97.6970982,3
31867,BURGLARY OF VEHICLE           ,Theft,1603 BAY HILL DR 78746,30.2798052,-97.8306976,3
31868,THEFT                         ,Theft,303 W 15TH ST 78701,30.2773681,-97.7426463,1
31869,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,909 MARKHAM LN 78753,30.395112,-97.659172,4
31870,AGG RAPE                      ,Rape,,37.2256055,-95.7162018,6
31871,BURGLARY NON RESIDENCE        ,Burglary,417 W 2ND ST 78701,30.265335,-97.7485066,2
31872,AGG SEXUAL ASSAULT W OBJECT   ,Rape,,37.2256055,-95.7162018,6
31873,BURGLARY NON RESIDENCE        ,Burglary,9341 W SH 71 78736,30.2595464,-97.9078244,2
31874,BURGLARY NON RESIDENCE        ,Burglary,1101 RUTLAND DR 78758,30.36693,-97.702696,2
31875,THEFT FROM PERSON             ,Theft,5800 WELLINGTON DR 78723,30.310688,-97.688266,1
31876,BURGLARY NON RESIDENCE        ,Burglary,11804 N LAMAR BLVD 78758,30.389187,-97.6840419,2
31877,BURGLARY NON RESIDENCE        ,Burglary,401 CENTER RIDGE DR 78753,30.412991,-97.664699,2
31878,THEFT OF TRAILER              ,Theft,6901 N LAMAR BLVD 78752,30.3365975,-97.719309,1
31879,AUTO THEFT                    ,Auto Theft,933 E RUNDBERG LN 78753,30.3559612,-97.6851751,3
31880,THEFT                         ,Theft,710 E BEN WHITE BLVD EB 78745,30.2203767,-97.754233,1
31881,BURGLARY OF RESIDENCE         ,Burglary,1177 AIRPORT BLVD 78721,30.275388,-97.699062,2
31882,BURGLARY NON RESIDENCE        ,Burglary,12602 RESEARCH BLVD SVRD SB 78759,30.4303797,-97.763101,2
31883,BURGLARY OF VEHICLE           ,Theft,2620 LAKE AUSTIN BLVD 78703,30.2820626,-97.7756076,3
31884,THEFT                         ,Theft,7844 BURNET RD 78757,30.3560025,-97.7313477,1
31885,AGG ASSAULT                   ,Agg Assault,4816 CARSONHILL DR 78723,30.2904536,-97.675265,4
31886,THEFT BY SHOPLIFTING          ,Theft,710 E BEN WHITE BLVD EB 78745,30.2203767,-97.754233,1
31887,BURG NON RESIDENCE SHEDS      ,Burglary,5006 SUNSET TRL 78745,30.227684,-97.8050374,2
31888,AUTO THEFT                    ,Auto Theft,1826 KRAMER LN 78758,30.3880368,-97.7069645,3
31889,AUTO THEFT                    ,Auto Theft,1222 ALGARITA AVE 78704,30.2380335,-97.741649,3
31890,BURG NON RESIDENCE SHEDS      ,Burglary,8227 N LAMAR BLVD 78753,30.351349,-97.7078218,2
31891,THEFT                         ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
31892,AUTO THEFT                    ,Auto Theft,600 W 26TH ST 78705,30.2907524,-97.7434951,3
31893,THEFT BY SHOPLIFTING          ,Theft,710 E BEN WHITE BLVD SVRD WB 78704,30.2202595,-97.7547522,1
31894,BURGLARY OF VEHICLE           ,Theft,8530 BURNET RD 78757,30.3677295,-97.7283672,3
31895,THEFT BY SHOPLIFTING          ,Theft,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,1
31896,THEFT                         ,Theft,2019 S LAMAR BLVD 78704,30.2483634,-97.7680292,1
31897,THEFT                         ,Theft,1518 PARKWAY 78703,30.2807026,-97.75175,1
31898,BURGLARY OF RESIDENCE         ,Burglary,10000 N LAMAR BLVD 78758,30.3688041,-97.6940541,2
31899,AUTO THEFT                    ,Auto Theft,2124 BURTON DR 78741,30.2319111,-97.7339043,3
31900,THEFT BY SHOPLIFTING          ,Theft,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,1
31901,THEFT BY SHOPLIFTING          ,Theft,1181 AIRPORT BLVD 78721,30.2759218,-97.6988634,1
31902,BURGLARY OF RESIDENCE         ,Burglary,9470 E US 290 HWY SVRD WB 78754,30.3308101,-97.6334096,2
31903,THEFT                         ,Theft,710 E BEN WHITE BLVD EB 78745,30.2203767,-97.754233,1
31904,BURGLARY OF RESIDENCE         ,Burglary,2205 E 21ST ST 78722,30.2821977,-97.7181423,2
31905,BURGLARY NON RESIDENCE        ,Burglary,10101 S 1ST ST 78748,30.1622126,-97.7961975,2
31906,BURGLARY OF VEHICLE           ,Theft,5708 GLOWING STAR TRL 78724,30.2786668,-97.6271599,3
31907,RAPE OF A CHILD               ,Rape,,37.2256055,-95.7162018,6
31908,BURG NON RESIDENCE SHEDS      ,Burglary,8101 N LAMAR BLVD NB 78753,30.3494579,-97.7102153,2
31909,THEFT                         ,Theft,500 CANYON RIDGE DR 78753,30.4045635,-97.6727182,1
31910,THEFT BY SHOPLIFTING          ,Theft,2508 E RIVERSIDE DR 78741,30.2364302,-97.7221515,1
31911,THEFT                         ,Theft,2103 S CONGRESS AVE 78704,30.2430005,-97.7515802,1
31912,BURGLARY OF VEHICLE           ,Theft,4201 GREGG WARD LN 78744,30.2050569,-97.7355646,3
31913,BURGLARY OF RESIDENCE         ,Burglary,1600 WICKERSHAM LN 78741,30.2364768,-97.718735,2
31914,THEFT                         ,Theft,6707 CAMERON RD 78752,30.3223753,-97.6937598,1
31915,BURG NON RESIDENCE SHEDS      ,Burglary,10101 S 1ST ST 78748,30.1622126,-97.7961975,2
31916,THEFT                         ,Theft,5305 WOODLAND OAKS CT 78744,30.1945919,-97.7436012,1
31917,THEFT                         ,Theft,10900 LAKELINE MALL DR 78717,30.4755813,-97.7965158,1
31918,THEFT BY SHOPLIFTING          ,Theft,5725 E PARMER LN 78653,30.3680445,-97.614015,1
31919,THEFT BY SHOPLIFTING          ,Theft,2105 S CONGRESS AVE 78704,30.242785,-97.751679,1
31920,BURGLARY OF VEHICLE           ,Theft,3308 ROCKHURST LN 78723,30.31315,-97.6662348,3
31921,THEFT OF BICYCLE              ,Theft,7806 BRODIE LN 78749,30.204793,-97.83698,1
31922,THEFT                         ,Theft,2512 S 1ST ST 78704,30.2404179,-97.7607093,1
31923,BURGLARY OF VEHICLE           ,Theft,1301 CROSSING PL 78741,30.2359449,-97.7115007,3
31924,AUTO THEFT                    ,Auto Theft,5213 EMERALD MEADOW DR 78745,30.2159419,-97.7863079,3
31925,THEFT                         ,Theft,4110 GUADALUPE ST 78751,30.3083408,-97.7355015,1
31926,THEFT BY SHOPLIFTING          ,Theft,13201 N FM 620 RD NB 78729,30.467919,-97.7916372,1
31927,THEFT BY SHOPLIFTING          ,Theft,13201 N FM 620 RD NB 78729,30.467919,-97.7916372,1
31928,THEFT                         ,Theft,5310 DUVAL RD 78727,30.419082,-97.7440893,1
31929,BURGLARY OF VEHICLE           ,Theft,5322 SUMMER DR 78741,30.2319526,-97.7108988,3
31930,THEFT OF BICYCLE              ,Theft,10011 STONELAKE BLVD 78759,30.3923168,-97.7382329,1
31931,BURGLARY OF VEHICLE           ,Theft,6433 YORK BRIDGE CIR 78749,30.2028393,-97.871331,3
31932,THEFT                         ,Theft,7012 THISTLE HILL WAY 78754,30.3481087,-97.6116473,1
31933,THEFT                         ,Theft,1011 CHIMNEY ROCK DR 78758,30.4038639,-97.6806285,1
31934,THEFT                         ,Theft,9222 BURNET RD 78758,30.3766528,-97.7261821,1
31935,BURGLARY OF VEHICLE           ,Theft,1841 RIVER CROSSING CIR 78741,30.230012,-97.7126593,3
31936,BURGLARY OF VEHICLE           ,Theft,11590 RESEARCH BLVD SVRD SB 78759,30.4147898,-97.7470601,3
31937,THEFT                         ,Theft,6410 PONCA ST 78741,30.2364715,-97.6934878,1
31938,THEFT FROM BUILDING           ,Theft,7501 W US 290 HWY 78749,30.2286693,-97.8809189,1
31939,THEFT                         ,Theft,2410 E RIVERSIDE DR 78741,30.237046,-97.723303,1
31940,THEFT                         ,Theft,8317 TRIPOD DR 78747,30.1587051,-97.7494581,1
31941,BURGLARY OF VEHICLE           ,Theft,2001 FARO DR 78741,30.2287446,-97.7128305,3
31942,THEFT                         ,Theft,402 E 6TH ST 78701,30.2673965,-97.7389755,1
31943,BURGLARY OF VEHICLE           ,Theft,2101 RIVERS EDGE WAY 78741,30.2275522,-97.71043,3
31944,THEFT                         ,Theft,1706 E M FRANKLIN AVE 78721,30.2824302,-97.6959582,1
31945,RAPE OF A CHILD               ,Rape,,37.2256055,-95.7162018,6
31946,THEFT                         ,Theft,1421 W WELLS BRANCH PKWY 78660,30.4396468,-97.6638335,1
31947,THEFT                         ,Theft,2307 LAKE AUSTIN BLVD 78703,30.2775625,-97.772211,1
31948,BURGLARY OF VEHICLE           ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,3
31949,THEFT BY SHOPLIFTING          ,Theft,1600 LAVACA ST 78701,30.2788751,-97.7417764,1
31950,THEFT                         ,Theft,301 BRAZOS ST 78701,30.2651009,-97.7422035,1
31951,THEFT                         ,Theft,1109 CHATELAINE CV 78746,30.2684191,-97.7941643,1
31952,BURGLARY OF VEHICLE           ,Theft,12349 METRIC BLVD 78758,30.4097398,-97.6947107,3
31953,THEFT OF BICYCLE              ,Theft,3320 HARMON AVE 78705,30.2919127,-97.723118,1
31954,THEFT                         ,Theft,5306 S IH 35 SVRD SB 78745,30.202728,-97.7620098,1
31955,THEFT                         ,Theft,4625 W WILLIAM CANNON DR 78749,30.2232185,-97.8441474,1
31956,THEFT                         ,Theft,4608 WEST GATE BLVD 78745,30.2302574,-97.8013208,1
31957,THEFT BY SHOPLIFTING          ,Theft,10107 RESEARCH BLVD SVRD NB 78759,30.3927847,-97.7439653,1
31958,THEFT                         ,Theft,10701 BERTHOUND DR 78758,30.3795291,-97.6975698,1
31959,THEFT                         ,Theft,9801 W PARMER LN 78717,30.4856752,-97.7733786,1
31960,THEFT OF LICENSE PLATE        ,Theft,8513 SPEARMAN DR 78757,30.3636088,-97.7208575,1
31961,THEFT                         ,Theft,2007 E RIVERSIDE DR 78741,30.2410805,-97.7280841,1
31962,BURGLARY OF VEHICLE           ,Theft,S MOPAC EXPY SVRD NB / S CAPITAL OF TEXAS HWY SB 78746,30.245959,-97.80467,3
31963,THEFT                         ,Theft,609 W 6TH ST 78701,30.2695331,-97.7490336,1
31964,BURGLARY OF VEHICLE           ,Theft,2713 PARKER LN 78741,30.2279272,-97.7398242,3
31965,THEFT BY SHOPLIFTING          ,Theft,710 E BEN WHITE BLVD SVRD WB 78704,30.2202595,-97.7547522,1
31966,THEFT                         ,Theft,2321 E 7TH ST 78702,30.2609378,-97.716,1
31967,THEFT                         ,Theft,12901 N IH 35 SVRD NB 78753,30.4142111,-97.6711123,1
31968,THEFT                         ,Theft,9725 NORTH LAKE CREEK PKWY 78717,30.477026,-97.7933259,1
31969,THEFT                         ,Theft,11212 N IH 35 SVRD SB 78753,30.3764842,-97.6771483,1
31970,BURGLARY OF VEHICLE           ,Theft,5914 RICKEY DR 78757,30.3386015,-97.7508587,3
31971,BURGLARY OF VEHICLE           ,Theft,2100 BARTON SPRINGS RD 78746,30.2660703,-97.7691348,3
31972,BURGLARY OF VEHICLE           ,Theft,MANCHACA RD / W SLAUGHTER LN 78748,30.1736392,-97.8238312,3
31973,THEFT                         ,Theft,6607 S IH 35 SVRD NB 78744,30.188724,-97.768718,1
31974,FORCED SODOMY                 ,Rape,,37.2256055,-95.7162018,6
31975,THEFT OF METAL                ,Theft,1709 LAWRENCE ST 78741,30.2242254,-97.6985029,1
31976,THEFT OF BICYCLE              ,Theft,8900 N IH 35 SVRD NB 78753,30.3536745,-97.6931379,1
31977,THEFT                         ,Theft,904 ROCKY SPRING RD 78753,30.383464,-97.6679729,1
31978,THEFT OF BICYCLE              ,Theft,12113 METRIC BLVD 78758,30.4038222,-97.698418,1
31979,THEFT OF BICYCLE              ,Theft,2100 BARTON SPRINGS RD 78746,30.2660703,-97.7691348,1
31980,BURGLARY OF VEHICLE           ,Theft,3111 PARKER LN 78741,30.223423,-97.740929,3
31981,THEFT                         ,Theft,10200 N LAMAR BLVD 78758,30.3711777,-97.6930955,1
31982,BURGLARY OF VEHICLE           ,Theft,1500 CROSSING PL 78741,30.2342995,-97.7159904,3
31983,BURGLARY OF VEHICLE           ,Theft,1301 CROSSING PL 78741,30.2359449,-97.7115007,3
31984,THEFT FROM BUILDING           ,Theft,1033 LA POSADA DR 78752,30.3251361,-97.7018747,1
31985,THEFT                         ,Theft,2900 CENTURY PARK BLVD 78727,30.4350529,-97.6946846,1
31986,BURGLARY OF RESIDENCE         ,Burglary,5300 BLOCK S CONGRESS AVE 78745,30.2086024,-97.7735378,2
31987,AGG ROBBERY/DEADLY WEAPON     ,Robbery,2500 RUTLAND DR 78758,30.3832334,-97.7223636,5
31988,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,9003 SPARKLING CREEK DR 78729,30.4474975,-97.7803206,4
31989,THEFT                         ,Theft,E 6TH ST / SABINE ST 78701,30.2661836,-97.7361797,1
31990,THEFT                         ,Theft,3112 E CESAR CHAVEZ ST 78702,30.252052,-97.7090642,1
31991,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,5107 S IH 35 SVRD NB 78744,30.1556635,-97.7932926,4
31992,BURGLARY OF VEHICLE           ,Theft,2301 S 5TH ST 78704,30.244425,-97.7634443,3
31993,AUTO THEFT                    ,Auto Theft,3801 S CONGRESS AVE 78704,30.2260592,-97.7619161,3
31994,THEFT OF TRAILER              ,Theft,204 PRINCE DR 78752,30.3415902,-97.7071554,1
31995,AUTO THEFT                    ,Auto Theft,1621 WILLOW ST 78702,30.2566734,-97.7275398,3
31996,BURGLARY NON RESIDENCE        ,Burglary,8944 PARKER RANCH CIR 78748,30.1903424,-97.8329217,2
31997,AUTO THEFT                    ,Auto Theft,1904 EVA ST 78704,30.2451623,-97.752896,3
31998,AUTO THEFT                    ,Auto Theft,S 4TH ST / TERRELL HILL DR 78704,30.2368707,-97.7672342,3
31999,RAPE                          ,Rape,,37.2256055,-95.7162018,6
32000,THEFT OF BICYCLE              ,Theft,600 CONGRESS AVE 78701,30.2686495,-97.7431556,1
32001,BURGLARY OF RESIDENCE         ,Burglary,10701 RAINING OAK CV 78759,30.4077522,-97.7529384,2
32002,THEFT BY SHOPLIFTING          ,Theft,2400 S CONGRESS AVE 78704,30.2386892,-97.7551668,1
32003,BURGLARY OF RESIDENCE         ,Burglary,205 E WALNUT DR 78753,30.3506068,-97.6997033,2
32004,AUTO THEFT                    ,Auto Theft,2207 S 1ST ST 78704,30.2440587,-97.7576228,3
32005,THEFT OF TRAILER              ,Theft,2305 ROLLINGWOOD DR 78746,30.2694706,-97.7802328,1
32006,THEFT                         ,Theft,525 N LAMAR BLVD 78703,30.2706071,-97.7532586,1
32007,BURGLARY OF RESIDENCE         ,Burglary,5525 NELSON OAKS DR 78724,30.280166,-97.6298716,2
32008,FORCED SODOMY                 ,Rape,,37.2256055,-95.7162018,6
32009,THEFT                         ,Theft,9600 S IH 35 SVRD SB 78748,30.1587377,-97.7910009,1
32010,THEFT                         ,Theft,10107 RESEARCH BLVD SVRD NB 78759,30.3927847,-97.7439653,1
32011,BURGLARY OF VEHICLE           ,Theft,3401 REDBUD TRL 78746,30.2918274,-97.7891456,3
32012,BURG NON RESIDENCE SHEDS      ,Burglary,2801 S LAKELINE BLVD 78613,30.4736318,-97.809632,2
32013,THEFT BY SHOPLIFTING          ,Theft,11111 LAKELINE BLVD 78717,30.4787235,-97.7961817,1
32014,THEFT BY SHOPLIFTING          ,Theft,710 E BEN WHITE BLVD EB 78745,30.2203767,-97.754233,1
32015,AGG ASSAULT                   ,Agg Assault,E 10TH ST / RED RIVER ST 78701,30.270228,-97.7357739,4
32016,BURGLARY OF RESIDENCE         ,Burglary,5309 DARLINGTON CV 78723,30.2991935,-97.6812433,2
32017,AUTO THEFT                    ,Auto Theft,3310 GALESBURG DR 78745,30.2050419,-97.8323548,3
32018,THEFT                         ,Theft,6207 CAMERON RD 78723,30.3193575,-97.6973351,1
32019,THEFT                         ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
32020,THEFT                         ,Theft,12707 N MOPAC EXPY NB 78727,30.4226833,-97.699696,1
32021,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,2200 S PLEASANT VALLEY RD 78741,30.2316954,-97.7263888,4
32022,ROBBERY BY THREAT             ,Robbery,ROGGE LN / MANOR RD 78723,30.304549,-97.6812839,5
32023,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,12101 DESSAU RD 78754,30.3811525,-97.6491769,4
32024,BURGLARY OF RESIDENCE         ,Burglary,712 ANN TAYLOR DR 78745,30.1890366,-97.7983477,2
32025,BURGLARY OF RESIDENCE         ,Burglary,1620 RUTLAND DR 78758,30.3722282,-97.7114096,2
32026,AGG ROBBERY/DEADLY WEAPON     ,Robbery,1000 E LIVE OAK ST 78704,30.2376371,-97.7448417,5
32027,BURGLARY OF RESIDENCE         ,Burglary,8606 LEO ST 78745,30.190269,-97.825944,2
32028,BURGLARY OF VEHICLE           ,Theft,503 OAKLEY CT 78753,30.356106,-97.6993511,3
32029,THEFT BY SHOPLIFTING          ,Theft,3005 S LAMAR BLVD 78704,30.2412959,-97.7836964,1
32030,THEFT                         ,Theft,11501 CENTURY OAKS TER 78758,30.4020193,-97.7256541,1
32031,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,9220 N IH 35 SVRD SB 78753,30.3581979,-97.6899345,4
32032,THEFT                         ,Theft,2908 SAN GABRIEL ST 78705,30.2984604,-97.7475482,1
32033,BURGLARY OF VEHICLE           ,Theft,811 W SLAUGHTER LN 78748,30.1734887,-97.8054776,3
32034,BURGLARY OF VEHICLE           ,Theft,1500 REAGAN HILL DR 78752,30.3265627,-97.6895695,3
32035,BURGLARY OF VEHICLE           ,Theft,1113 BANISTER LN 78704,30.2297428,-97.777221,3
32036,BURGLARY OF VEHICLE           ,Theft,401 LITTLE TEXAS LN 78745,30.2000706,-97.7725294,3
32037,BURGLARY OF VEHICLE           ,Theft,1113 BANISTER LN 78704,30.2297428,-97.777221,3
32038,BURGLARY OF VEHICLE           ,Theft,2302 E WILLIAM CANNON DR 78744,30.1877158,-97.7602181,3
32039,AUTO THEFT                    ,Auto Theft,10106 N IH 35 SVRD SB 78753,30.365659,-97.684167,3
32040,THEFT BY SHOPLIFTING          ,Theft,13309 N IH 35 SVRD NB 78753,30.4216998,-97.6688772,1
32041,THEFT                         ,Theft,12000 DESSAU RD 78753,30.379977,-97.654293,1
32042,BURGLARY OF VEHICLE           ,Theft,8917 RESEARCH BLVD SVRD NB 78758,30.371287,-97.720556,3
32043,THEFT OF BICYCLE              ,Theft,115 SANDRA MURAIDA WAY 78703,30.2682716,-97.7548273,1
32044,BURGLARY OF VEHICLE           ,Theft,2515 LEON ST 78705,30.2904406,-97.7487578,3
32045,THEFT                         ,Theft,120 W SLAUGHTER LN 78748,30.1677163,-97.7891965,1
32046,THEFT                         ,Theft,2914 MONTOPOLIS DR 78741,30.2147031,-97.7122245,1
32047,BURGLARY OF VEHICLE           ,Theft,1113 BANISTER LN 78704,30.2297428,-97.777221,3
32048,BURGLARY OF VEHICLE           ,Theft,1300 SUMMER OAKS DR 78704,30.2456728,-97.7688358,3
32049,BURGLARY OF VEHICLE           ,Theft,1171 WEBBERVILLE RD 78721,30.2777488,-97.6849323,3
32050,THEFT OF BICYCLE              ,Theft,4900 OLD MANOR RD 78723,30.2981036,-97.6925442,1
32051,THEFT                         ,Theft,10000 BADEN LN 78754,30.3567288,-97.6653248,1
32052,BURGLARY OF VEHICLE           ,Theft,401 LITTLE TEXAS LN 78745,30.2000706,-97.7725294,3
32053,THEFT                         ,Theft,4404 E OLTORF ST 78741,30.2271913,-97.7261839,1
32054,THEFT                         ,Theft,BOLM RD / SPRINGDALE RD 78702,30.2611658,-97.6983893,1
32055,THEFT BY SHOPLIFTING          ,Theft,10107 RESEARCH BLVD SVRD NB 78759,30.3927847,-97.7439653,1
32056,THEFT                         ,Theft,1830 RIVER CROSSING CIR 78741,30.23055,-97.7136031,1
32057,THEFT                         ,Theft,9500 S IH 35 NB 78744,30.164043,-97.7935432,1
32058,THEFT                         ,Theft,3312 RIVER RD 78703,30.3063447,-97.7716166,1
32059,THEFT                         ,Theft,10500 AVERY CLUB DR 78717,30.5032296,-97.7708273,1
32060,BURGLARY OF VEHICLE           ,Theft,W 34TH ST / N LAMAR BLVD 78705,30.3026705,-97.7447373,3
32061,THEFT BY SHOPLIFTING          ,Theft,8601 RESEARCH BLVD SVRD NB 78758,30.3626603,-97.7154906,1
32062,BURGLARY OF VEHICLE           ,Theft,401 LITTLE TEXAS LN 78745,30.2000706,-97.7725294,3
32063,SEXUAL ASSAULT W/ OBJECT      ,Rape,,37.2256055,-95.7162018,6
